z:\hap\1973\8\1.pdf, 1973, 8, 501d0c3c-40d7-4a3d-b732-fecc944c3b3c
z:\hap\1981\30\27.pdf, 1981, 30, ec30455e-d995-40e5-a03c-08789e610109
z:\hap\1997\3\100.pdf, 1997, 3, c2200e09-ab51-44fa-80ef-3fb041a533c7
z:\hap\1997\2\20.pdf, 1997, 2, a4575923-03fd-4f73-9a4f-fe13c2210de5
z:\hap\1997\1\10.pdf, 1997, 1, ef63e768-ccd5-4569-9846-e3319b0378ce
z:\hap\1997\7\1.pdf, 1997, 7, 7312b7b0-17ca-47c9-9d23-f4106bd00233
z:\hap\1997\6\185.pdf, 1997, 6, f28c5cbb-39ff-436e-bfcf-745d8d74a45f
z:\hap\1997\5\150.pdf, 1997, 5, 2c0cc22a-e4c1-4401-85f8-bac5747d2c69
z:\hap\1997\4\122.pdf, 1997, 4, 21e24dc9-91cc-4903-b17c-4639958f6bcb
z:\hap\1997\9\55.pdf, 1997, 9, f00095bc-49a5-4f4f-9981-037d2c0e82da
z:\hap\1997\8\27.pdf, 1997, 8, f6e14ab7-bdee-4c6c-a915-dfd2ad828582
z:\hap\1981\6\803.pdf, 1981, 6, 64fc18fc-ce9c-4bf9-9412-5a0e9c234ee2
z:\hap\1981\7\10.pdf, 1981, 7, 9868efa5-46b0-4081-8813-0e409aa55600
z:\hap\1981\4\732.pdf, 1981, 4, fb4eaeb8-f7f9-411c-a359-dcad987f9b32
z:\hap\1981\5\751.pdf, 1981, 5, cbde0a43-f04b-4716-9c64-61fc7db0d93a
z:\hap\1981\2\704.pdf, 1981, 2, ec1ccfdf-121a-42c0-a130-fa43105c55c0
z:\hap\1981\3\715.pdf, 1981, 3, d298ca65-f72a-4ac6-acc7-3a72e9392dbd
z:\hap\1981\1\695.pdf, 1981, 1, 767814bd-b8bb-4095-a960-8179d4aeb4c9
z:\hap\1981\8\30.pdf, 1981, 8, bb0aa372-2758-4532-ac33-bebc0814947a
z:\hap\1981\9\62.pdf, 1981, 9, 941611df-d203-4056-a5ac-b24603299a2d
z:\hap\1987\8\7964.pdf, 1987, 8, 685d5345-f140-4bd3-ab8e-79f62cb0388c
z:\hap\1987\9\7931.pdf, 1987, 9, b435899b-da33-4985-97b2-18be816d9b89
z:\hap\1987\1\8029.pdf, 1987, 1, f389465c-0bfc-4c92-856e-bb4d4d755cef
z:\hap\1987\2\8740.pdf, 1987, 2, acc11c9f-c046-4191-b626-b72cea33d288
z:\hap\1987\3\8110.pdf, 1987, 3, 507a45d0-669c-4b55-bc31-94c792f2c962
z:\hap\1987\4\8147.pdf, 1987, 4, 2c02ed22-c44d-45ad-827e-454314b7803e
z:\hap\1987\5\8166.pdf, 1987, 5, e7f844d7-2a55-4794-a7d8-9aeba1a269e6
z:\hap\1987\6\8124.pdf, 1987, 6, 330fbfb4-092c-4edb-bab7-3a6df0410763
z:\hap\1987\7\7997.pdf, 1987, 7, 5e668d1c-ee44-477b-a70b-bc6cf47ba5a9
z:\hap\1984\16\4973.pdf, 1984, 16, 461380d0-3964-4ddf-8783-8578e08860b0
z:\hap\1990\21\765.pdf, 1990, 21, a0cf03da-07f0-481a-8eba-135de66175ac
z:\hap\1983\29\189.pdf, 1983, 29, 148479f9-b648-4c96-b333-c12b4d80c4d3
z:\hap\1978\14\100.pdf, 1978, 14, d4014fea-e539-42df-b274-316d0e4d3401
z:\hap\1978\15\13.pdf, 1978, 15, 9c175292-e8f0-4d2b-8552-7f79e1f958aa
z:\hap\1978\16\100.pdf, 1978, 16, b312425e-39c8-486e-b6d0-74a0700ab064
z:\hap\1978\17\10.pdf, 1978, 17, 52f60f86-cfec-4fae-8152-5b3164107037
z:\hap\1978\10\145.pdf, 1978, 10, 95e57082-0a21-478a-b5c3-9453cde2c8b9
z:\hap\1978\11\183.pdf, 1978, 11, dce9bbc9-2411-4353-9e6c-7aff8a655317
z:\hap\1978\12\224.pdf, 1978, 12, 195e9e2d-c449-4ee7-8889-e3aeac666539
z:\hap\1978\13\10.pdf, 1978, 13, 64b5a945-2015-4885-83db-4d3a5ae8f768
z:\hap\1978\18\100.pdf, 1978, 18, bb55359f-5889-41db-9bea-caf3b76445d3
z:\hap\1978\19\113.pdf, 1978, 19, a327c902-6597-42bf-9151-0d95d85b848f
z:\hap\1951\11\5160.pdf, 1951, 11, d5f150bb-da41-41ed-bad7-f5bf728998e3
z:\hap\1951\10\5130.pdf, 1951, 10, 4963be9d-099b-4a15-886d-2a8883b0b474
z:\hap\1961\20\100.pdf, 1961, 20, 8bd5e9c8-3017-4510-9a66-6788d4051003
z:\hap\1985\2\100.pdf, 1985, 2, 0cfa338a-4922-422d-84a8-82d4a715a3dc
z:\hap\1985\3\72.pdf, 1985, 3, 75dae594-72b1-4f29-8c2b-8bdf4b758cc6
z:\hap\1985\1\106.pdf, 1985, 1, 3d8d8d8e-d5e5-4f3d-900e-a0aa0172cc3f
